image_id,file,split,individual_id,ground_truth_species,original_organ_category,original_organ_detail,original_subview,normalized_organ
baskauf/70867,baskauf_70867.jpg,train,ind-baskauf/70791,Juglans cinerea,fruit,fruit,lateral or general close-up,fruit
baskauf/70803,baskauf_70803.jpg,train,ind-baskauf/70791,Juglans cinerea,fruit,fruit,section or open,fruit
baskauf/70804,baskauf_70804.jpg,train,ind-baskauf/70791,Juglans cinerea,fruit,fruit,section or open,fruit
baskauf/70869,baskauf_70869.jpg,train,ind-baskauf/70791,Juglans cinerea,fruit,fruit,section or open,fruit
baskauf/70870,baskauf_70870.jpg,train,ind-baskauf/70791,Juglans cinerea,fruit,fruit,section or open,fruit
baskauf/70792,baskauf_70792.jpg,train,ind-baskauf/70791,Juglans cinerea,fruit,fruit,unspecified,fruit
baskauf/70872,baskauf_70872.jpg,train,ind-baskauf/70791,Juglans cinerea,seed,seed,general view,seed
baskauf/70873,baskauf_70873.jpg,train,ind-baskauf/70791,Juglans cinerea,seed,seed,general view,seed
baskauf/70874,baskauf_70874.jpg,train,ind-baskauf/70791,Juglans cinerea,seed,seed,general view,seed
baskauf/70875,baskauf_70875.jpg,train,ind-baskauf/70791,Juglans cinerea,seed,seed,general view,seed
baskauf/70876,baskauf_70876.jpg,train,ind-baskauf/70791,Juglans cinerea,seed,seed,general view,seed
baskauf/55876,baskauf_55876.jpg,train,ind-baskauf/70791,Juglans cinerea,twig,twig,close-up winter leaf scar/bud,twig
baskauf/55877,baskauf_55877.jpg,train,ind-baskauf/70791,Juglans cinerea,twig,twig,close-up winter leaf scar/bud,twig
baskauf/55869,baskauf_55869.jpg,train,ind-baskauf/70791,Juglans cinerea,twig,twig,unspecified,twig
baskauf/55872,baskauf_55872.jpg,train,ind-baskauf/70791,Juglans cinerea,twig,twig,unspecified,twig
baskauf/16500,baskauf_16500.jpg,train,ind-baskauf/70791,Juglans cinerea,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/70791,baskauf_70791.jpg,train,ind-baskauf/70791,Juglans cinerea,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/16498,baskauf_16498.jpg,train,ind-baskauf/70791,Juglans cinerea,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/50554,baskauf_50554.jpg,train,ind-baskauf/70791,Juglans cinerea,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/11839,baskauf_11839.jpg,train,ind-baskauf/11839,Juglans cinerea,leaf,leaf,whole upper surface,leaf
baskauf/11843,baskauf_11843.jpg,train,ind-baskauf/11839,Juglans cinerea,twig,twig,close-up winter leaf scar/bud,twig
baskauf/11840,baskauf_11840.jpg,train,ind-baskauf/11839,Juglans cinerea,twig,twig,orientation of petioles,twig
baskauf/10685,baskauf_10685.jpg,train,vanderbilt/11-402,Juglans nigra,bark,bark,of a large tree,bark
baskauf/10683,baskauf_10683.jpg,train,vanderbilt/11-402,Juglans nigra,inflorescence,inflorescence,whole - male,inflorescence
baskauf/10688,baskauf_10688.jpg,train,vanderbilt/11-402,Juglans nigra,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/15935,baskauf_15935.jpg,train,vanderbilt/11-402,Juglans nigra,fruit,fruit,as borne on the plant,fruit
baskauf/15938,baskauf_15938.jpg,train,vanderbilt/11-402,Juglans nigra,fruit,fruit,lateral or general close-up,fruit
baskauf/15946,baskauf_15946.jpg,train,vanderbilt/11-402,Juglans nigra,leaf,leaf,margin of upper + lower surface,leaf
baskauf/11188,baskauf_11188.jpg,train,vanderbilt/11-402,Juglans nigra,leaf,leaf,showing orientation on twig,leaf
baskauf/11187,baskauf_11187.jpg,train,vanderbilt/11-402,Juglans nigra,leaf,leaf,whole upper surface,leaf
baskauf/15942,baskauf_15942.jpg,train,vanderbilt/11-402,Juglans nigra,seed,seed,general view,seed
baskauf/10673,baskauf_10673.jpg,validation,vanderbilt/6-85,Juglans nigra,inflorescence,inflorescence,whole - male,inflorescence
baskauf/10674,baskauf_10674.jpg,validation,vanderbilt/6-85,Juglans nigra,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/29699,baskauf_29699.jpg,validation,vanderbilt/6-85,Juglans nigra,twig,twig,unspecified,twig
baskauf/90936,baskauf_90936.jpg,validation,vanderbilt/6-85,Juglans nigra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/89356,baskauf_89356.jpg,validation,vanderbilt/6-85,Juglans nigra,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/23025,baskauf_23025.jpg,test,ind-baskauf/23021,Juglans nigra,inflorescence,inflorescence,whole - male,inflorescence
baskauf/23022,baskauf_23022.jpg,test,ind-baskauf/23021,Juglans nigra,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/11973,baskauf_11973.jpg,train,ind-baskauf/11973,Juglans nigra,fruit,fruit,immature,fruit
baskauf/43252,baskauf_43252.jpg,train,vanderbilt/7-88,Juglans nigra,leaf,leaf,margin of upper + lower surface,leaf
baskauf/15197,baskauf_15197.jpg,train,vanderbilt/7-88,Juglans nigra,leaf,leaf,unspecified,leaf
baskauf/15199,baskauf_15199.jpg,train,vanderbilt/7-88,Juglans nigra,leaf,leaf,unspecified,leaf
baskauf/43251,baskauf_43251.jpg,train,vanderbilt/7-88,Juglans nigra,leaf,leaf,whole upper surface,leaf
baskauf/15203,baskauf_15203.jpg,train,vanderbilt/7-88,Juglans nigra,twig,twig,close-up winter leaf scar/bud,twig
baskauf/39164,baskauf_39164.jpg,train,vanderbilt/7-88,Juglans nigra,twig,twig,close-up winter leaf scar/bud,twig
baskauf/15200,baskauf_15200.jpg,train,vanderbilt/7-88,Juglans nigra,twig,twig,orientation of petioles,twig
baskauf/15205,baskauf_15205.jpg,train,vanderbilt/7-88,Juglans nigra,twig,twig,unspecified,twig
baskauf/15207,baskauf_15207.jpg,train,vanderbilt/7-88,Juglans nigra,twig,twig,unspecified,twig
baskauf/39154,baskauf_39154.jpg,train,vanderbilt/7-88,Juglans nigra,twig,twig,unspecified,twig
baskauf/90955,baskauf_90955.jpg,train,vanderbilt/7-88,Juglans nigra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/89370,baskauf_89370.jpg,train,vanderbilt/7-88,Juglans nigra,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/11111,baskauf_11111.jpg,train,ind-baskauf/11111,Juglans nigra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90750,baskauf_90750.jpg,train,vanderbilt/11-221,Juglans nigra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90752,baskauf_90752.jpg,train,vanderbilt/11-221,Juglans nigra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/91101,baskauf_91101.jpg,train,vanderbilt/15-120,Juglans nigra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/91127,baskauf_91127.jpg,train,vanderbilt/12-123,Juglans nigra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/11335,baskauf_11335.jpg,train,ind-baskauf/11335,Juglans nigra,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/19080,baskauf_19080.jpg,train,ind-baskauf/19080,Lindera benzoin,bark,bark,of a small tree or small branch,bark
baskauf/31464,baskauf_31464.jpg,train,ind-baskauf/31464,Lindera benzoin,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/50462,baskauf_50462.jpg,test,ind-baskauf/50458,Lindera benzoin,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/50460,baskauf_50460.jpg,test,ind-baskauf/50458,Lindera benzoin,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/50467,baskauf_50467.jpg,test,ind-baskauf/50458,Lindera benzoin,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/17771,baskauf_17771.jpg,train,ind-baskauf/17766,Lindera benzoin,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/15729,baskauf_15729.jpg,train,ind-baskauf/15729,Lindera benzoin,fruit,fruit,as borne on the plant,fruit
baskauf/15117,baskauf_15117.jpg,train,ind-baskauf/15117,Lindera benzoin,fruit,fruit,lateral or general close-up,fruit
baskauf/29816,baskauf_29816.jpg,train,ind-baskauf/29815,Lindera benzoin,fruit,fruit,lateral or general close-up,fruit
baskauf/52747,baskauf_52747.jpg,validation,ind-baskauf/52741,Lindera benzoin,leaf,leaf,margin of upper + lower surface,leaf
baskauf/52744,baskauf_52744.jpg,validation,ind-baskauf/52741,Lindera benzoin,leaf,leaf,whole upper surface,leaf
baskauf/11019,baskauf_11019.jpg,train,ind-baskauf/11019,Lindera benzoin,leaf,leaf,showing orientation on twig,leaf
baskauf/11699,baskauf_11699.jpg,train,ind-baskauf/11691,Lindera benzoin,leaf,leaf,showing orientation on twig,leaf
baskauf/11695,baskauf_11695.jpg,train,ind-baskauf/11691,Lindera benzoin,leaf,leaf,whole upper surface,leaf
baskauf/11696,baskauf_11696.jpg,train,ind-baskauf/11691,Lindera benzoin,twig,twig,close-up winter leaf scar/bud,twig
baskauf/11691,baskauf_11691.jpg,train,ind-baskauf/11691,Lindera benzoin,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/29705,baskauf_29705.jpg,train,ind-baskauf/29705,Lindera benzoin,leaf,leaf,whole upper surface,leaf
baskauf/11086,baskauf_11086.jpg,train,ind-baskauf/11086,Lindera benzoin,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/11341,baskauf_11341.jpg,train,ind-baskauf/11341,Sassafras albidum,bark,bark,of a large tree,bark
baskauf/16321,baskauf_16321.jpg,train,ind-baskauf/16321,Sassafras albidum,bark,bark,of a large tree,bark
baskauf/16324,baskauf_16324.jpg,train,ind-baskauf/16321,Sassafras albidum,bark,bark,of a large tree,bark
baskauf/16325,baskauf_16325.jpg,train,ind-baskauf/16321,Sassafras albidum,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/15549,baskauf_15549.jpg,train,ind-baskauf/15549,Sassafras albidum,bark,bark,of a medium tree or large branch,bark
baskauf/50977,baskauf_50977.jpg,test,vanderbilt/6-215,Sassafras albidum,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/50974,baskauf_50974.jpg,test,vanderbilt/6-215,Sassafras albidum,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/50973,baskauf_50973.jpg,test,vanderbilt/6-215,Sassafras albidum,inflorescence,inflorescence,whole - female,inflorescence
baskauf/50978,baskauf_50978.jpg,test,vanderbilt/6-215,Sassafras albidum,inflorescence,inflorescence,whole - female,inflorescence
baskauf/91056,baskauf_91056.jpg,test,vanderbilt/6-215,Sassafras albidum,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/51013,baskauf_51013.jpg,train,ind-baskauf/51010,Sassafras albidum,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/51014,baskauf_51014.jpg,train,ind-baskauf/51010,Sassafras albidum,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/51027,baskauf_51027.jpg,train,ind-baskauf/51010,Sassafras albidum,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/19587,baskauf_19587.jpg,train,ind-baskauf/10890,Sassafras albidum,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/10890,baskauf_10890.jpg,train,ind-baskauf/10890,Sassafras albidum,leaf,leaf,showing orientation on twig,leaf
baskauf/10537,baskauf_10537.jpg,train,ind-baskauf/10537,Sassafras albidum,inflorescence,inflorescence,whole - male,inflorescence
baskauf/10539,baskauf_10539.jpg,train,ind-baskauf/10537,Sassafras albidum,inflorescence,inflorescence,whole - male,inflorescence
baskauf/13474,baskauf_13474.jpg,train,ind-baskauf/13474,Sassafras albidum,fruit,fruit,immature,fruit
baskauf/15112,baskauf_15112.jpg,train,ind-baskauf/15112,Sassafras albidum,fruit,fruit,lateral or general close-up,fruit
baskauf/15417,baskauf_15417.jpg,validation,ind-baskauf/15412,Sassafras albidum,leaf,leaf,margin of upper + lower surface,leaf
baskauf/15412,baskauf_15412.jpg,validation,ind-baskauf/15412,Sassafras albidum,leaf,leaf,whole upper surface,leaf
baskauf/15424,baskauf_15424.jpg,validation,ind-baskauf/15412,Sassafras albidum,twig,twig,orientation of petioles,twig
baskauf/15868,baskauf_15868.jpg,train,ind-baskauf/15867,Sassafras albidum,leaf,leaf,showing orientation on twig,leaf
baskauf/15867,baskauf_15867.jpg,train,ind-baskauf/15867,Sassafras albidum,leaf,leaf,whole upper surface,leaf
baskauf/16722,baskauf_16722.jpg,train,ind-baskauf/16722,Sassafras albidum,leaf,leaf,showing orientation on twig,leaf
kirchoff/b5148,kirchoff_b5148.jpg,train,ind-kirchoff/b5147,Sassafras albidum,leaf,leaf,showing orientation on twig,leaf
kirchoff/b5147,kirchoff_b5147.jpg,train,ind-kirchoff/b5147,Sassafras albidum,leaf,leaf,whole upper surface,leaf
kirchoff/b5149,kirchoff_b5149.jpg,train,ind-kirchoff/b5149,Sassafras albidum,leaf,leaf,showing orientation on twig,leaf
baskauf/11322,baskauf_11322.jpg,train,ind-baskauf/11322,Sassafras albidum,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/11722,baskauf_11722.jpg,train,ind-baskauf/11722,Sassafras albidum,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/12456,baskauf_12456.jpg,train,vanderbilt/2-146,Fraxinus americana,bark,bark,of a large tree,bark
baskauf/12460,baskauf_12460.jpg,train,vanderbilt/2-146,Fraxinus americana,bark,bark,of a small tree or small branch,bark
baskauf/18150,baskauf_18150.jpg,train,vanderbilt/2-146,Fraxinus americana,inflorescence,inflorescence,whole - male,inflorescence
baskauf/18141,baskauf_18141.jpg,train,vanderbilt/2-146,Fraxinus americana,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/12505,baskauf_12505.jpg,train,vanderbilt/2-146,Fraxinus americana,leaf,leaf,margin of upper + lower surface,leaf
baskauf/12462,baskauf_12462.jpg,train,vanderbilt/2-146,Fraxinus americana,leaf,leaf,showing orientation on twig,leaf
baskauf/12467,baskauf_12467.jpg,train,vanderbilt/2-146,Fraxinus americana,leaf,leaf,unspecified,leaf
baskauf/12465,baskauf_12465.jpg,train,vanderbilt/2-146,Fraxinus americana,leaf,leaf,whole upper surface,leaf
baskauf/12501,baskauf_12501.jpg,train,vanderbilt/2-146,Fraxinus americana,leaf,leaf,whole upper surface,leaf
baskauf/12469,baskauf_12469.jpg,train,vanderbilt/2-146,Fraxinus americana,twig,twig,close-up winter leaf scar/bud,twig
baskauf/12453,baskauf_12453.jpg,train,vanderbilt/2-146,Fraxinus americana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/12457,baskauf_12457.jpg,train,vanderbilt/2-146,Fraxinus americana,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
ssmv/2-638-01,ssmv_2-638-01.jpg,test,vanderbilt/3-108,Fraxinus americana,bark,bark,of a large tree,bark
ssmv/2-638-03,ssmv_2-638-03.jpg,test,vanderbilt/3-108,Fraxinus americana,leaf,leaf,whole upper surface,leaf
ssmv/2-638-02,ssmv_2-638-02.jpg,test,vanderbilt/3-108,Fraxinus americana,whole tree (or vine),whole tree (or vine),general,whole plant
ssmv/2-638-04,ssmv_2-638-04.jpg,test,vanderbilt/3-108,Fraxinus americana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/12801,baskauf_12801.jpg,train,ind-baskauf/12800,Fraxinus americana,bark,bark,of a small tree or small branch,bark
baskauf/12800,baskauf_12800.jpg,train,ind-baskauf/12800,Fraxinus americana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/25640,baskauf_25640.jpg,train,ind-baskauf/25640,Fraxinus americana,fruit,fruit,as borne on the plant,fruit
baskauf/25646,baskauf_25646.jpg,train,ind-baskauf/25640,Fraxinus americana,fruit,fruit,lateral or general close-up,fruit
baskauf/91173,baskauf_91173.jpg,validation,vanderbilt/1-183,Fraxinus americana,unspecified,unspecified,unspecified,other
baskauf/90824a,baskauf_90824a.jpg,validation,vanderbilt/1-183,Fraxinus americana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90825,baskauf_90825.jpg,validation,vanderbilt/1-183,Fraxinus americana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90826a,baskauf_90826a.jpg,validation,vanderbilt/1-183,Fraxinus americana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90905,baskauf_90905.jpg,validation,vanderbilt/1-183,Fraxinus americana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90899,baskauf_90899.jpg,train,vanderbilt/6-71,Fraxinus americana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/89347,baskauf_89347.jpg,train,vanderbilt/6-71,Fraxinus americana,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/91083,baskauf_91083.jpg,train,vanderbilt/2-83,Fraxinus americana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/91150,baskauf_91150.jpg,train,vanderbilt/12-167,Fraxinus americana,whole tree (or vine),whole tree (or vine),general,whole plant
ssmv/2-1006-01,ssmv_2-1006-01.jpg,train,vanderbilt/2-95,Fraxinus americana,whole tree (or vine),whole tree (or vine),general,whole plant
ssmv/2-1006-02,ssmv_2-1006-02.jpg,train,vanderbilt/2-95,Fraxinus americana,whole tree (or vine),whole tree (or vine),general,whole plant
ssmv/2-1006-03,ssmv_2-1006-03.jpg,train,vanderbilt/2-95,Fraxinus americana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/13406,baskauf_13406.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,bark,bark,of a large tree,bark
baskauf/13412,baskauf_13412.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,bark,bark,of a small tree or small branch,bark
baskauf/19298,baskauf_19298.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,inflorescence,inflorescence,whole - male,inflorescence
baskauf/19291,baskauf_19291.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/13393,baskauf_13393.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,fruit,fruit,as borne on the plant,fruit
baskauf/13397,baskauf_13397.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,fruit,fruit,immature,fruit
baskauf/13392,baskauf_13392.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,leaf,leaf,margin of upper + lower surface,leaf
baskauf/13401,baskauf_13401.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,leaf,leaf,margin of upper + lower surface,leaf
baskauf/13380,baskauf_13380.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,leaf,leaf,showing orientation on twig,leaf
baskauf/13403,baskauf_13403.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,leaf,leaf,unspecified,leaf
baskauf/13383,baskauf_13383.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,leaf,leaf,whole upper surface,leaf
baskauf/13386,baskauf_13386.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,leaf,leaf,whole upper surface,leaf
baskauf/13379,baskauf_13379.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/91091,baskauf_91091.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/13410,baskauf_13410.jpg,train,vanderbilt/5-64,Fraxinus pennsylvanica,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/51169,baskauf_51169.jpg,train,vanderbilt/12-209,Fraxinus pennsylvanica,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/51175,baskauf_51175.jpg,train,vanderbilt/12-209,Fraxinus pennsylvanica,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/51172,baskauf_51172.jpg,train,vanderbilt/12-209,Fraxinus pennsylvanica,inflorescence,inflorescence,whole - female,inflorescence
baskauf/51174,baskauf_51174.jpg,train,vanderbilt/12-209,Fraxinus pennsylvanica,inflorescence,inflorescence,whole - male,inflorescence
baskauf/91152,baskauf_91152.jpg,train,vanderbilt/12-209,Fraxinus pennsylvanica,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/17457,baskauf_17457.jpg,train,ind-baskauf/17451,Fraxinus pennsylvanica,twig,twig,close-up winter leaf scar/bud,twig
